id	title	publisher	dateOfPublication	placeOfPublication	series
7cd181de-5a5f-4055-8e7d-87b8ea05b762	Teachers and machines : the classroom use of technology since 1920	Teachers College Press,	©1986.	New York :	
d02c0d0f-4158-4abb-9052-ad4508224f8e	Cumulative trauma disorders : current issues and ergonomic solutions : a systems approach	Lewis Publishers,	©1992.	Boca Raton :	
8c313099-935f-4f22-a49e-a019fb5e4df1	Nuremberg diary	Da Capo Press,	1995.	New York :	
f39e1fd1-dd02-402f-9dec-6d0261da0762	A fish in the water : a memoir	Penguin,	1995, ©1994.	New York, N.Y. :	
dbac7ba6-7894-43fa-ba18-5fc36ef39e80	Selected poems	Sun & Moon Press,	1995.	Los Angeles, CA :	
3954b6cb-0be6-48b2-bc2e-74a982405211	Distance education : strategies and tools	Educational Technology Publications,	1994.	Englewood Cliffs, N.J. :	
682d5322-d9a8-4568-ba8c-bfacfc362d28	Visions of the future : the distant past, yesterday, today, tomorrow	New York Public Library ;	1995.	New York :	
a6b8d676-27e3-4679-993d-b7a17387d2cc	Using quality to redesign school systems : the cutting edge of common sense	Jossey-Bass Publishers :	©1994.	San Francisco :	
c3b29f1c-ae34-4e08-bf13-040b24abc14d	Piping down the valleys wild : poetry for the young of all ages	Delacorte Press,	1985, ©1968.	New York :	
58b24d57-edc0-48a7-b917-7a9f6a051c31	Greece, a country study	The Division :	[1995]	Washington, D.C. :	
e8466467-418f-40a0-b03f-812f9980c6d1	La guerre	Gallimard,	[1970]	[Paris] :	
73a0d8b0-9fc7-43f6-9539-a5a14ec47211	Sermons and homilies of the Christ of Elqui	University of Missouri Press,	1984.	Columbia :	
ca5a4212-2e16-46cd-9efc-3737b9bfe689	Westernizing the Third World : eurocentricity of economic development theories	Routledge,	1995.	London ;	
9d6bfc67-424d-4d58-b398-5bbd7fcfbe6d	The wisdom of the ego	Harvard University Press,	1993.	Cambridge, Mass. :	
595139b8-aa94-454c-8b02-dfcc98a47f78	Questions of precedence (Preseances)	Farrar, Straus and Cudahy,	[1959, ©1958]	New York :	
fb3f7a7e-b981-4165-8fe6-2f27b7f0344f	Les gommes	Prentice-Hall,	[1970]	Englewood Cliffs, N.J. :	
26bbbdfd-eb16-4a56-8d44-ab87d67d7edc	Jackie Robinson	Crowell,	[1971]	New York :	
612be5d5-c878-4f0f-a5ed-be0ba9f5a3b3	The Wright brothers	Crowell,	[1972]	New York :	
2768f267-6cd8-4920-b98f-b9f002d657a6	Andre Malraux	Bowes & Bowes,	1960.	London :	
64f1980d-9985-4799-8490-91f2fce8e456	Organists and organ playing in nineteenth-century France and Belgium	Indiana University Press,	©1994.	Bloomington :	
034245f4-8e76-4981-9cd6-add344141de6	The Dutch Republic : its rise, greatness and fall, 1477-1806	Clarendon Press,	1995.	Oxford :	
e55e7efd-e554-4688-b3a3-e0f5bb2480c5	Rereading Aphra Behn : history, theory, and criticism	University Press of Virginia,	1993.	Charlottesville :	
9bb4435a-56ec-4af0-9ace-ba3e7eb646ed	The Avenue, Clayton City	Morrow,	©1988.	New York :	
84acd636-e3a2-4bcf-ad6a-e6355896ece3	Creezy	Gallimard,	1969.	[Paris] :	
0cb8a8b5-9e76-4029-bf3d-1607f88e616b	Ayn Rand : the Russian radical	Pennsylvania State University Press,	©1995.	University Park, Pa. :	
4b78c379-d6e6-44c0-9a9b-69d29b8aa85a	Promises of the past : a history of Indian education in the United States	North American Press,	©1993.	Golden, Colo. :	
07ed2fe2-5a4d-4578-a91d-595a8440eb77	The education of chronic psychiatric inpatients : comprehensive review and treatment proposal. A thesis presented to the faculty of the Graduate School of Millersville University of Pennsylvania, in partial fulfillment of the requirements for the degree of Master of Science	University,	1985.	Millersville, Pa. :	
a474d768-7385-4447-8b30-4c1d0fa7beee	Andre Malraux	Clarendon P.,	1968.	Oxford :	
17147d09-b866-4d51-b411-24224293b6e5	A dictionary of the English language : in which the words are deduced from their originals, and illustrated in their different significations by examples from the best writers.  To which are prefixed a history of the language, and an English grammar	Published by Moses Thomas (Johnson's head) No. 52 Chestnut-street. J. Maxwell, printer,	1818.	Philadelphia :	
1c0244c1-73fc-4688-9b18-f70bc7a39f56	John Steinbeck	McGraw-Hill,	[1970]	New York :	
efeb340d-4f20-44c3-a710-7474d5c74f95	It all adds up : from the dim past to the uncertain future : a nonfiction collection	Penguin,	1995, ©1994.	New York, N.Y., U.S.A. :	
de2e885b-f3bb-4ceb-8300-08ebe24aaca3	Controlling the atom : the beginnings of nuclear regulation, 1946-1962	University of California Press,	[1985]	Berkeley :	
df15d229-72ab-4509-a5d2-85b90c742a46	Crop substitution in the Andes [microform]	[Office of National Drug Control Policy, Executive Office of the President],	[1993]	[Washington, D.C.] :	
79f9ac9d-3d6f-476b-8faf-929d66771b80	Ovid's Heroides	Princeton University Press,	[1974]	Princeton, N.J. :	
be5541f1-f597-4746-8f0e-aa94bcee5c49	Self-esteem : research, theory, and practice	Springer Pub. Co.,	©1995.	New York :	
d68cc858-6e20-468f-9d42-e68f3f7d135c	Ernest Renan	Twayne Publishers,	[1968]	New York :	
9ec51751-b0d6-4223-811b-8020d7255724	The dance of Genghis Cohn	World Pub. Co.,	[1968]	New York :	
5065d8b7-8839-4384-8754-7cd8a1e67d94	L'agrandissement : roman	A. Michel,	1963.	Paris :	
8a1a5cc9-c842-48ca-b1e8-2ae98b5369fc	[Greeting cards]	null	1949-1968.	null	
4dbd0066-2fe8-46a8-82d9-64f749f093ec	The art of fieldwork	AltaMira Press,	©1995.	Walnut Creek :	
de2a8f79-b212-4964-9f8a-a7604dda2ad8	Carlino	Carcanet,	1985, ©1984.	Manchester :	
a36d4e35-f3ab-4e9e-ba4b-023ed6c43bb0	Breast cancer : twenty women's stories : becoming more alive through the experience	NLN Press,	1995.	New York :	
3a1b3f26-ed8b-4388-9481-9f43615eaa64	Poverty and the underclass : changing perceptions of the poor in America	New York University Press,	©1994.	New York :	
4407551e-1c30-402c-958f-fa32ce80c03e	Familiar allusions : a hand-book of miscellaneous information, including the names of celebrated statues, paintings, palaces, country-seats, ruins, churches, ships, streets, clubs, natural curiosities, and the like	Gale Research Co.,	1966.	Detroit :	
a94f37c0-e573-40ba-b164-99f72516c2f4	Genius revisited : high IQ children grown up	Ablex,	©1993	Norwood, N.J. :	
bc8a48f7-3a6a-4a93-ac9c-257e98c590c6	Images in contemporary Australian painting	Craftsman House ;	1992-©1994.	Roseville East, NSW, Australia :	
c9dc3ead-608c-4fda-8eeb-84a469c5c8de	Outlines of scepticism	Cambridge University Press,	1994.	Cambridge [England] ;	
9d381bd0-ef0c-49e9-9f3f-74fef0623466	Machines and economic growth : the implications for growth theory of the history of the industrial revolution	Greewood Press,	1994.	Westport, Conn. :	
f455dc56-bbeb-4a76-9cf2-3ef0139db9d8	Women and the sun	Little, Brown,	[©1964]	Boston :	
4e8389ad-af9a-44a8-aa7d-98b99379d144	Adolescent literacy : what works and why	Garland,	1993.	New York :	
b291a3ad-dbe5-4dd1-b8e9-90790d5513e6	Making movies	A.A. Knopf :	1995.	New York :	
af6d8e89-b313-47f4-81c8-58eb0f3d6533	Roger Martin du Gard	Twayne Publishers,	1968.	New York :	
fcdebc80-eacf-46f0-8310-69664c97ce28	Cultural landscape report for Sagamore Hill National Historic Site	Olmsted Center for Landscape Preservation,	1995.	Boston, Mass. :	
e2765920-3638-4dc1-b36d-b76b66bf2b05	Amish enterprise : from plows to profits	Johns Hopkins University Press,	©1995.	Baltimore :	
f9fd3897-4a83-4b1f-928a-0c7d35b899d4	Encyclopedia of cultural anthropology	Henry Holt and Co.,	1996.	New York :	
affa5b9d-c1ed-46c9-b96a-534595d00630	Rudyard Kipling, creative adventurer	Vanguard Press,	[1965]	New York :	
d68a1b74-a5a4-45ed-b47c-cb6da1f1a227	Directory of unpublished experimental mental measures	American Psychological Association [etc.]	null	Washington, DC [etc.] :	
b7e073de-a76d-43e7-8a15-dd8e2f91b4ce	La T^ete coupable	Gallimard,	1968.	[Paris,] :	
e00f7a24-4723-4f28-b467-472ec3c324b3	Stauffenberg : a family history, 1905-1944	Cambridge University Press,	1995.	Cambridge [England] ;	
9a81ec2e-0b8b-473d-a764-5d691c0b7c10	On the eve of the millennium : the future of democracy through an age of unreason	Martin Kessler Books, the Free Press :	1995, ©1994.	New York :	
1bf177d0-a0db-44bd-ab94-7e6acf9e2c8a	Voice and the actor	Macmillan,	1974, ©1973.	New York :	
677375d7-d9ee-4ff5-ba85-0ac3cef7a182	Photoresponses of swarming instars of the Cyclopoid Copepod Dioithona oculata	null	1995.	null	
fbc53764-1fb7-4e2e-b26f-37b945ccf396	The thief's journal	Grove Press,	[1964]	New York :	
93e579d3-3bd5-4cd1-bc34-c65625426bae	Holland, der Feldzug der fuenf Tage, vom. 10 bis 14. Mai 1940	[Presse-Hoffmann],	[1940?]	null	
3793852d-8b4b-4e78-bcd7-9075b1d79d03	L'OEuvre au noir	Gallimard,	[1968]	[Paris] :	
928db6be-d932-4c6d-91b5-72f792453949	The Penguin atlas of ancient history	Penguin Books,	[©1967]	[Harmondswoth, Baltimore] :	
3af0f428-08aa-41bc-a4d2-7ce6daa684ee	Ritual healing in suburban America	Rutgers University Press,	©1988.	New Brunswick :	
3ea3647f-a663-40a8-a664-ec6981e0bbec	Andre Malraux : the human adventure	New York University Press,	1969.	New York :	
26dac15a-28c6-4754-b5c8-87a521e5a47f	Poole's index to periodical literature	Houghton, Mifflin and Company,	1893.	Boston ;	
dc96d6ab-c74d-4694-8c91-31c8790657a9	Heroes	Lee & Low Books,	©1995.	New York :	
73a1ae0e-45ae-4495-a6bf-faa2e0ae761e	Viewing positions : ways of seeing film	Rutgers University Press,	©1995.	New Brunswick, N.J. :	
1ce823da-b460-43e3-9f6d-34cc9978af40	Mennonite exodus : a comparative study of Russian mennonite immigrant culture in Paraguay and Pennsylvania	null	1991.	null	
d7fd2fd8-724a-4e3a-8c1e-51d081544f1a	Inner landscapes : the theater of Sam Shepard	University of Missouri Press,	1984.	Columbia :	
6bedd35b-5134-4b53-994e-8fbfc3673aff	Congressional Quarterly's desk reference on American government	Congressional Quarterly,	©1995.	Washington, D.C. :	
8bf6a3d3-5a7b-4b5c-8162-1f264925ecc4	Rediscoveries in children's literature	Garland Pub.,	1995.	New York :	
7eb95942-51a3-4728-8b1d-15cb18b31079	Dr. Johnson and his world	Walck,	1966.	New York :	
13dc35b7-a6f9-4075-b4cd-d67ad5846394	A long fatal love chase	Random House,	©1995.	New York :	
6b01433a-cd3f-43d1-98e2-a6cb435f796c	Des Fuehrers Kampf im Osten	[publisher not identified],	[1939?]	[Place of publication not identified] :	
4aba8705-f79d-4e35-92c9-0a2f661be0bd	A critical edition of I Sir John Oldcastle	Garland Pub.,	1984.	New York :	
55687310-b757-4b31-920b-db73f4f1c3fc	Representations of health, illness and handicap	Harwood Academic Publishers,	©1995.	Chur, Switzerland ;	
8d3bbf35-4306-4811-9415-8c7b59f7782a	Women on the margins : three seventeenth-century lives	Harvard University Press,	1995.	Cambridge, Mass. :	
5fd1fabc-c49f-4fd0-af14-b96acb902ebd	Surrealism and the novel	University of Michigan Press,	[1966]	Ann Arbor :	
22004518-5c03-4210-b65e-daeefe4692b3	Korners Werke	Bibliographisches Institut,	[1935]	Leipzig :	
c895009a-21de-47bd-bdde-5be78919523b	Italian politics : ending the First Republic	Westview Press,	1995.	Boulder :	
aa3ca320-9c3e-4643-b404-b84ba5811b06	Etruscan painting : catalogue raisonne of Etruscan wall paintings	Johnson Reprint Corp. :	©1986.	New York :	
456394e5-af3b-4069-8485-eabb7399f57f	Television and children : program evaluation, comprehension, and impact	L. Erlbaum Associates,	1995.	Hillsdale, N.J. :	
e3b7c5d5-2dea-4ee9-9b31-aaf447fc6cd2	Handel	Thames and Hudson,	1985, ©1984.	New York :	
74354210-52e8-4a75-bbb9-64f3187a892a	Swann's way	Heritage Press,	1954.	New York :	
93e74a92-3295-4ca0-808b-75494384f3a2	Russian education : tradition and transition	Garland Pub.,	1995.	New York :	
b17d8cc8-3f42-467e-bc1a-c1a332f85c48	Punktchen und Anton : Ein Roman fur Kinder	Atrium Verlag,	1938.	Zurich :	
31d6f1cf-cde4-4bbe-8327-072a53d08b5b	Governing the soul : the shaping of the private self	Routledge,	1991, ©1989.	London ;	
6e3585af-dcfc-458c-a02f-45636d6f9102	How political parties work : perspectives from within	Praeger,	1994.	Westport, Conn. :	
599d2f18-ceab-4023-acd2-8c68967c3f5a	The lion	Knopf,	1959.	New York :	
f8bc6995-e3d7-444e-9a81-ef8757ff2700	The five books of Moses : Genesis, Exodus, Leviticus, Numbers, Deuteronomy ; a new translation with introductions, commentary, and notes	Schocken Books :	©1995.	New York :	
5c62ee52-3ed3-4306-bd83-ad824a41db04	Jeunes filles	Mercvre de France,	1964.	[Paris] :	
9d6f07ab-90c7-4db4-9d03-ed0572a689f2	Unser Kampf zur See, 1939 and 1940	[Presse-Hoffmann],	[1941?]	[Berlin?] :	
becb8dad-a1c6-4778-ab60-75a329f621ae	Report on the Workshop on Cancer Risk Assessment Guidelines Issues [microform]	Risk Assessment Forum, U.S. Environmental Protection Agency,	[1994]	Washington, DC :	
2d5ebc01-f6c1-4f09-89e7-88fea7af578e	Smart discipline for the classroom : respect and cooperation restored	Corwin Press,	©1995.	Thousand Oaks, Calif. :	
7c618a9f-60c5-4493-aa32-5ac032b89725	Black activism : racial revolution in the United States 1954-1970	Judson Press,	[1974]	Valley Forge [Pa.] :	
43f001f3-f154-4a20-8e05-4ff57b37426d	Gilden-fire	Underwood-Miller,	©1981.	San Francisco :	
32ccdec8-386d-4373-a0a5-937de64244a2	Androgyny and the denial of difference	University Press of Virginia,	1992.	Charlottesville :	
4dbb33c0-d9e2-4635-984c-1fc2ab8b6905	The confidence game : how unelected central bankers are governing the changed global economy	Simon & Schuster,	©1995.	New York :	
25dae0a0-93da-43d9-95e1-af9a24148f20	Angelo : roman	Gallimard,	[1958]	Paris :	
c24bcf8d-1878-4a1d-9ec5-c248dd3850b3	A good southerner : the life of Henry A. Wise of Virginia	University of North Carolina Press,	©1985.	Chapel Hill :	
7a990947-acdb-41d8-bcbf-ab1dc1195903	Thérèse, a portrait in four parts	H. Holt,	[1947]	New York :	
c616499a-c79f-4a1d-8076-dbefd44f484d	Mea Cuba	Farrar, Straus, Giroux,	1995, ©1994.	New York :	
9703ecea-d538-4124-93b7-02a6ca18e8b5	East German dissidents and the revolution of 1989 : social movement in a Leninist regime	New York University Press,	1995.	Washington Square, NY :	
9836c955-e8e9-4c88-a704-94375e61d315	Roger Martin du Gard	Clarendon Press,	1963.	Oxford :	
9e17e50d-7bb0-4aac-8604-9be92816850d	Scriptures for a generation : what we were reading in the '60s	University of Georgia Press,	©1994.	Athens :	
01662a5c-0746-42f7-9d03-f6ddd0c580db	Through these arches : the story of Independence Hall	Lippincott,	1964.	Philadelphia :	
b828c2c8-9b3e-4f6d-83ef-47dac58b62f9	The Outer Banks of North Carolina	U.S. G.P.O.,	1985.	Washington :	
5bb7a31b-8ccc-425f-9d0f-82e66941c12e	The little that is all	Rutgers University Press,	[1974]	New Brunswick, N.J. :	
381a04c7-0ec4-4a91-9a96-f33a3a654bdc	Les discours du docteur O'Grady	B. Grasset,	1922.	Paris :	
5e4add41-0554-468d-81ef-a1ff2635ae07	Tech prep education : a total quality approach	Technomic Pub.,	©1994.	Lancaster, Pa. :	
5aeac9ea-a037-4722-8265-3579c42083fe	Japanese education since 1945 : a documentary study	M.E. Sharpe,	©1994.	Armonk, N.Y. :	
dcfe0a37-c3e3-444f-8075-929fa853f310	Air	H. Holt,	1995.	New York :	
80250548-ae7b-4215-89b5-9e7a191f6a01	U.S. agriculture in a global economy	[U.S. Dept. of Agriculture] :	1985.	[Washington, D.C.] :	
f29489b7-6ca0-403c-b427-b310ffec9a94	Romain Rolland : l'^ame et l'art	A. Michel,	[1966]	Paris :	
987ff0d5-ced7-453e-af01-4f00e4a90482	In the Lake of the Woods	Penguin Books,	1995.	New York, N.Y. :	
ae24f6bd-f7c4-4660-8fc6-b6e44bdd93e7	Environmental inequalities : class, race, and industrial pollution in Gary, Indiana, 1945-1980	University of North Carolina Press,	©1995.	Chapel Hill :	
ccf5f2b4-06c1-43a0-828c-94c8bf000a6d	Radical visions : American film renaissance, 1967-1976	Greenwood Press,	1994.	Westport, Conn. :	
ea47b9a9-a0c7-4474-b2f1-14c87a4deb2b	The correspondence of André Gide and Edmund Gosse, 1904-1928	P. Owen,	1960, 1959.	London :	
3a39ba2c-e4e0-4dae-a5e6-167e4e8bbb2d	Geoarchaeology : the construction of a temporal framework for the Henry Clay Iron Furnace using geological data and archaeological data	null	1994.	null	
60102a2e-568b-4f82-bb49-35da29b246c0	Drug use among racial/ethnic minorities	CSR, Inc.,	1995.	Washington, DC :	
43704a04-ef7c-4b34-83ae-f18b54eac538	Un Adolescent d'autrefois : roman	Flammarion,	1969.	Paris :	
35d2042a-caf9-4d4a-b3ac-b6fbfa5ff26f	NASA sharp plus : a program of the Elementary and Secondary Programs Branch of the Education Division of the National Aeronautics and Space Administration (NASA) [microform]	The Division,	[1994]	[Washington, D.C.?] :	
5f18589f-d2d7-4b5a-84d4-8dc5f62f169b	Victorian poets and romantic poems : intertextuality and ideology	University Press of Virginia,	1992, ©1990.	Charlottesville :	
1a20f8d5-104c-4588-8eae-0fdb0827d600	Mongols and Mamluks : the Mamluk-Ilkhanid War, 1260-1281	Cambridge University Press,	1995.	Cambridge [England] ;	
81c64a9a-8935-413d-84f2-21a74335d197	The fiction of William Gass : the consolation of language	Southern Illinois University Press,	1985.	Carbondale :	
75efb390-1a6f-4ff4-868e-cb5caa5fdf87	The story of a boy named Will, who went sledding down the hill	North-South Books,	©1993.	New York :	
e2cc2b0b-df07-421b-ac00-9617d8f5d782	Adolescents and the media : medical and psychological impact	Sage Publications,	©1995.	Thousand Oaks :	
33398276-b8f5-428c-8a2b-1f6c0834993f	Breaking & entering : women cops talk about life in the ultimate men's club	HarperCollins,	©1995.	New York, NY :	
ff1d1e4f-74f8-453d-a341-05b91f18a768	Writing ground zero : Japanese literature and the atomic bomb	University of Chicago Press,	1995.	Chicago :	
b779f7c3-1157-4735-bf18-d333de2251a3	Guide to insect borers in North American broadleaf trees and shrubs [microform]	U.S. Dept. of Agriculture, Forest Service,	[1995]	[Washington, D.C.?] :	
e1e7f198-af62-4368-b949-da7d1586c3f4	Alain Robbe-Grillet and the new French novel	Southern Illinois University Press,	[1964]	Carbondale :	
ddf6754e-7f74-40a2-99ef-5351abfa3c1e	Structuralism in literature : an introduction	Yale University Press,	1974.	New Haven :	
31d8b751-4eef-4dbc-91b8-8ee5cf8527aa	Hounds of the road : a history of the Greyhound Bus Company	Bowling Green University Popular Press ;	©1984.	Bowling Green, OH :	
28b40c04-f41f-420c-a2e1-e59f399f2cc3	Composing the soul : reaches of Nietzsche's psychology	University of Chicago Press,	©1994.	Chicago :	
8cda0550-d4d9-4346-972c-52be7ca9ae13	Early life on earth	Columbia University Press,	1994.	New York :	
6762feed-cecc-4f97-a246-9648115e0f66	Lying woman : a novel	Winter House,	[©1972]	New York :	
7e2105c9-d86d-4787-b84c-cc9c4619e265	Herve Bazin : ou, Le romancier en mouvement	Editions du Seuil,	[1973]	Paris :	
